 X,Y,Z,U,V,Vr,P,T,rho,Mach
     0.00000,     0.85000,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     0.87500,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     0.90000,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     0.92500,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     0.95000,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     0.97500,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.00000,     1.00000,     0.00000,   896.43739,     0.00000,   896.43739,358750.00000,   500.00000,     2.50000,     2.00000
     0.02500,     0.00000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.02500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.05000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.07500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.10000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.12500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.15000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.17500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.20000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.22500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.25000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.27500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.30000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.32500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.35000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.37500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.40000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.42500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.45000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.47500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.50000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.52500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.55000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.57500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.60000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.62500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.65000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.67500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.70000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.72500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.75000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.77500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.80000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.82500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.85000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.87500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.90000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.92500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.95000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     0.97500,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.02500,     1.00000,     0.00000,   874.02645,     0.00000,   874.02645,349711.38344,   494.82500,     2.46250,     1.96017
     0.05000,     0.00000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.02500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.05000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.07500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.10000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.12500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.15000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.17500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.20000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.22500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.25000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.27500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.30000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.32500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.35000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.37500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.40000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.42500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.45000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.47500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.50000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.52500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.55000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.57500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.60000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.62500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.65000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.67500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.70000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.72500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.75000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.77500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.80000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.82500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.85000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.87500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.90000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.92500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.95000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     0.97500,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.05000,     1.00000,     0.00000,   851.61552,     0.00000,   851.61552,340784.15875,   489.65000,     2.42500,     1.91998
     0.07500,     0.00000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.02500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.05000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.07500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.10000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.12500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.15000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.17500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.20000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.22500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.25000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.27500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.30000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.32500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.35000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.37500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.40000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.42500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.45000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.47500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.50000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.52500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.55000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.57500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.60000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.62500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.65000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.67500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.70000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.72500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.75000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.77500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.80000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.82500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.85000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.87500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.90000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.92500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.95000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     0.97500,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.07500,     1.00000,     0.00000,   829.20458,     0.00000,   829.20458,331968.32594,   484.47500,     2.38750,     1.87941
     0.10000,     0.00000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.02500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.05000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.07500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.10000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.12500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.15000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.17500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.20000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.22500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.25000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.27500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.30000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.32500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.35000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.37500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.40000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.42500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.45000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.47500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.50000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.52500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.55000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.57500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.60000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.62500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.65000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.67500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.70000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.72500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.75000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.77500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.80000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.82500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.85000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.87500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.90000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.92500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.95000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     0.97500,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.10000,     1.00000,     0.00000,   806.79365,     0.00000,   806.79365,323263.88500,   479.30000,     2.35000,     1.83846
     0.12500,     0.00000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.02500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.05000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.07500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.10000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.12500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.15000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.17500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.20000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.22500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.25000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.27500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.30000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.32500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.35000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.37500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.40000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.42500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.45000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.47500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.50000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.52500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.55000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.57500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.60000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.62500,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
     0.12500,     0.65000,     0.00000,   784.38271,     0.00000,   784.38271,314670.83594,   474.12500,     2.31250,     1.79712
