X,Y,Z,U,V,P
0.002500,0.006250,0.000000,0.060023,0.280571,-0.022770
0.002500,0.006500,0.000000,0.075858,0.276246,-0.020777
0.002500,0.006750,0.000000,0.090423,0.270421,-0.018135
0.002500,0.007000,0.000000,0.103517,0.262999,-0.014887
0.002500,0.007250,0.000000,0.114931,0.253875,-0.011085
0.002500,0.007500,0.000000,0.124450,0.242931,-0.006787
0.002500,0.007750,0.000000,0.131863,0.230035,-0.002064
0.002500,0.008000,0.000000,0.136975,0.215033,0.003004
0.002500,0.008250,0.000000,0.139625,0.197754,0.008318
0.002500,0.008500,0.000000,0.139710,0.178013,0.013753
0.002500,0.008750,0.000000,0.137294,0.155621,0.019146
0.002500,0.009000,0.000000,0.133634,0.130383,0.024285
0.002500,0.009250,0.000000,0.138568,0.101958,0.028917
0.002500,0.009500,0.000000,0.199804,0.069439,0.032832
0.002500,0.009750,0.000000,0.448538,0.032609,0.036050
0.002500,0.010000,0.000000,1.460408,0.000000,0.037510
0.002750,0.000000,0.000000,0.000000,0.000000,0.035380
0.002750,0.000250,0.000000,-0.033358,0.006613,0.035586
0.002750,0.000500,0.000000,-0.067022,0.020025,0.035885
