X,Y
41.0,41.0
0.0,0.0
0.025,0.0
0.05,0.0
0.07500000000000001,0.0
0.1,0.0
0.125,0.0
0.15000000000000002,0.0
0.17500000000000002,0.0
0.2,0.0
0.225,0.0
0.25,0.0
0.275,0.0
0.30000000000000004,0.0
0.325,0.0
0.35000000000000003,0.0
0.375,0.0
0.4,0.0
0.42500000000000004,0.0
0.45,0.0
0.47500000000000003,0.0
0.5,0.0
0.525,0.0
0.55,0.0
0.5750000000000001,0.0
0.6000000000000001,0.0
0.625,0.0
0.65,0.0
0.675,0.0
0.7000000000000001,0.0
0.7250000000000001,0.0
0.75,0.0
0.775,0.0
0.8,0.0
0.8250000000000001,0.0
0.8500000000000001,0.0
0.875,0.0
0.9,0.0
0.925,0.0
0.9500000000000001,0.0
0.9750000000000001,0.0
1.0,0.0
0.0,0.025
0.025,0.025
0.05,0.025
0.07500000000000001,0.025
0.1,0.025
0.125,0.025
0.15000000000000002,0.025
0.17500000000000002,0.025
0.2,0.025
0.225,0.025
0.25,0.025
0.275,0.025
0.30000000000000004,0.025
0.325,0.025
0.35000000000000003,0.025
0.375,0.025
0.4,0.025
0.42500000000000004,0.025
0.45,0.025
0.47500000000000003,0.025
0.5,0.025
0.525,0.025
0.55,0.025
0.5750000000000001,0.025
0.6000000000000001,0.025
0.625,0.025
0.65,0.025
0.675,0.025
0.7000000000000001,0.025
0.7250000000000001,0.025
0.75,0.025
0.775,0.025
0.8,0.025
0.8250000000000001,0.025
0.8500000000000001,0.025
0.875,0.025
0.9,0.025
0.925,0.025
0.9500000000000001,0.025
0.9750000000000001,0.025
1.0,0.025
0.0,0.05
0.025,0.05
0.05,0.05
0.07500000000000001,0.05
0.1,0.05
0.125,0.05
0.15000000000000002,0.05
0.17500000000000002,0.05
0.2,0.05
0.225,0.05
0.25,0.05
0.275,0.05
0.30000000000000004,0.05
0.325,0.05
0.35000000000000003,0.05
0.375,0.05
0.4,0.05
0.42500000000000004,0.05
0.45,0.05
0.47500000000000003,0.05
0.5,0.05
0.525,0.05
0.55,0.05
0.5750000000000001,0.05
0.6000000000000001,0.05
0.625,0.05
0.65,0.05
0.675,0.05
0.7000000000000001,0.05
0.7250000000000001,0.05
0.75,0.05
0.775,0.05
0.8,0.05
0.8250000000000001,0.05
0.8500000000000001,0.05
0.875,0.05
0.9,0.05
0.925,0.05
0.9500000000000001,0.05
0.9750000000000001,0.05
1.0,0.05
0.0,0.07500000000000001
0.025,0.07500000000000001
0.05,0.07500000000000001
0.07500000000000001,0.07500000000000001
0.1,0.07500000000000001
0.125,0.07500000000000001
0.15000000000000002,0.07500000000000001
0.17500000000000002,0.07500000000000001
0.2,0.07500000000000001
0.225,0.07500000000000001
0.25,0.07500000000000001
0.275,0.07500000000000001
0.30000000000000004,0.07500000000000001
0.325,0.07500000000000001
0.35000000000000003,0.07500000000000001
0.375,0.07500000000000001
0.4,0.07500000000000001
0.42500000000000004,0.07500000000000001
0.45,0.07500000000000001
0.47500000000000003,0.07500000000000001
0.5,0.07500000000000001
0.525,0.07500000000000001
0.55,0.07500000000000001
0.5750000000000001,0.07500000000000001
0.6000000000000001,0.07500000000000001
0.625,0.07500000000000001
0.65,0.07500000000000001
0.675,0.07500000000000001
0.7000000000000001,0.07500000000000001
0.7250000000000001,0.07500000000000001
0.75,0.07500000000000001
0.775,0.07500000000000001
0.8,0.07500000000000001
0.8250000000000001,0.07500000000000001
0.8500000000000001,0.07500000000000001
0.875,0.07500000000000001
0.9,0.07500000000000001
0.925,0.07500000000000001
0.9500000000000001,0.07500000000000001
0.9750000000000001,0.07500000000000001
1.0,0.07500000000000001
0.0,0.1
0.025,0.1
0.05,0.1
0.07500000000000001,0.1
0.1,0.1
0.125,0.1
0.15000000000000002,0.1
0.17500000000000002,0.1
0.2,0.1
0.225,0.1
0.25,0.1
0.275,0.1
0.30000000000000004,0.1
0.325,0.1
0.35000000000000003,0.1
0.375,0.1
0.4,0.1
0.42500000000000004,0.1
0.45,0.1
0.47500000000000003,0.1
0.5,0.1
0.525,0.1
0.55,0.1
0.5750000000000001,0.1
0.6000000000000001,0.1
0.625,0.1
0.65,0.1
0.675,0.1
0.7000000000000001,0.1
0.7250000000000001,0.1
0.75,0.1
0.775,0.1
0.8,0.1
0.8250000000000001,0.1
0.8500000000000001,0.1
0.875,0.1
0.9,0.1
0.925,0.1
0.9500000000000001,0.1
0.9750000000000001,0.1
1.0,0.1
0.0,0.125
0.025,0.125
0.05,0.125
0.07500000000000001,0.125
0.1,0.125
0.125,0.125
0.15000000000000002,0.125
0.17500000000000002,0.125
0.2,0.125
0.225,0.125
0.25,0.125
0.275,0.125
0.30000000000000004,0.125
0.325,0.125
0.35000000000000003,0.125
0.375,0.125
0.4,0.125
0.42500000000000004,0.125
0.45,0.125
0.47500000000000003,0.125
0.5,0.125
0.525,0.125
0.55,0.125
0.5750000000000001,0.125
0.6000000000000001,0.125
0.625,0.125
0.65,0.125
0.675,0.125
0.7000000000000001,0.125
0.7250000000000001,0.125
0.75,0.125
0.775,0.125
0.8,0.125
0.8250000000000001,0.125
0.8500000000000001,0.125
0.875,0.125
0.9,0.125
0.925,0.125
0.9500000000000001,0.125
0.9750000000000001,0.125
1.0,0.125
0.0,0.15000000000000002
0.025,0.15000000000000002
0.05,0.15000000000000002
0.07500000000000001,0.15000000000000002
0.1,0.15000000000000002
0.125,0.15000000000000002
0.15000000000000002,0.15000000000000002
0.17500000000000002,0.15000000000000002
0.2,0.15000000000000002
0.225,0.15000000000000002
0.25,0.15000000000000002
0.275,0.15000000000000002
0.30000000000000004,0.15000000000000002
0.325,0.15000000000000002
0.35000000000000003,0.15000000000000002
0.375,0.15000000000000002
0.4,0.15000000000000002
0.42500000000000004,0.15000000000000002
0.45,0.15000000000000002
0.47500000000000003,0.15000000000000002
0.5,0.15000000000000002
0.525,0.15000000000000002
0.55,0.15000000000000002
0.5750000000000001,0.15000000000000002
0.6000000000000001,0.15000000000000002
0.625,0.15000000000000002
0.65,0.15000000000000002
0.675,0.15000000000000002
0.7000000000000001,0.15000000000000002
0.7250000000000001,0.15000000000000002
0.75,0.15000000000000002
0.775,0.15000000000000002
0.8,0.15000000000000002
0.8250000000000001,0.15000000000000002
0.8500000000000001,0.15000000000000002
0.875,0.15000000000000002
0.9,0.15000000000000002
0.925,0.15000000000000002
0.9500000000000001,0.15000000000000002
0.9750000000000001,0.15000000000000002
1.0,0.15000000000000002
0.0,0.17500000000000002
0.025,0.17500000000000002
0.05,0.17500000000000002
0.07500000000000001,0.17500000000000002
0.1,0.17500000000000002
0.125,0.17500000000000002
0.15000000000000002,0.17500000000000002
0.17500000000000002,0.17500000000000002
0.2,0.17500000000000002
0.225,0.17500000000000002
0.25,0.17500000000000002
0.275,0.17500000000000002
0.30000000000000004,0.17500000000000002
0.325,0.17500000000000002
0.35000000000000003,0.17500000000000002
0.375,0.17500000000000002
0.4,0.17500000000000002
0.42500000000000004,0.17500000000000002
0.45,0.17500000000000002
0.47500000000000003,0.17500000000000002
0.5,0.17500000000000002
0.525,0.17500000000000002
0.55,0.17500000000000002
0.5750000000000001,0.17500000000000002
0.6000000000000001,0.17500000000000002
0.625,0.17500000000000002
0.65,0.17500000000000002
0.675,0.17500000000000002
0.7000000000000001,0.17500000000000002
