1764.000000,0.000000
0.000000,0.000000
0.010000,0.000000
0.000000,0.010000
0.010000,0.010000
0.000000,0.022500
0.010000,0.022500
0.000000,0.038125
0.010000,0.038125
0.000000,0.057656
0.010000,0.057656
0.000000,0.082070
0.010000,0.082070
0.000000,0.109034
0.010000,0.109034
0.000000,0.135997
0.010000,0.135997
0.000000,0.162960
0.010000,0.162960
0.000000,0.189923
0.010000,0.189923
0.000000,0.216886
0.010000,0.216886
0.000000,0.243850
0.010000,0.243850
0.000000,0.270813
0.010000,0.270813
0.000000,0.297776
0.010000,0.297776
0.000000,0.324739
0.010000,0.324739
0.000000,0.351702
0.010000,0.351702
0.000000,0.378666
0.010000,0.378666
0.000000,0.405629
0.010000,0.405629
0.000000,0.432592
0.010000,0.432592
0.000000,0.459555
0.010000,0.459555
0.000000,0.486518
0.010000,0.486518
0.000000,0.513482
0.010000,0.513482
0.000000,0.540445
0.010000,0.540445
0.000000,0.567408
0.010000,0.567408
0.000000,0.594371
0.010000,0.594371
0.000000,0.621334
0.010000,0.621334
0.000000,0.648298
0.010000,0.648298
0.000000,0.675261
0.010000,0.675261
0.000000,0.702224
0.010000,0.702224
0.000000,0.729187
0.010000,0.729187
0.000000,0.756150
0.010000,0.756150
0.000000,0.783114
0.010000,0.783114
0.000000,0.810077
0.010000,0.810077
0.000000,0.837040
0.010000,0.837040
0.000000,0.864003
0.010000,0.864003
0.000000,0.890966
0.010000,0.890966
0.000000,0.917930
0.010000,0.917930
0.000000,0.942344
0.010000,0.942344
0.000000,0.961875
0.010000,0.961875
0.000000,0.977500
0.010000,0.977500
0.000000,0.990000
0.010000,0.990000
0.000000,1.000000
0.010000,1.000000
0.022500,0.000000
0.022500,0.010000
0.022500,0.022500
0.022500,0.038125
0.022500,0.057656
0.022500,0.082070
0.022500,0.109034
0.022500,0.135997
0.022500,0.162960
0.022500,0.189923
0.022500,0.216886
0.022500,0.243850
0.022500,0.270813
0.022500,0.297776
0.022500,0.324739
0.022500,0.351702
0.022500,0.378666
0.022500,0.405629
0.022500,0.432592
0.022500,0.459555
0.022500,0.486518
0.022500,0.513482
0.022500,0.540445
0.022500,0.567408
0.022500,0.594371
0.022500,0.621334
0.022500,0.648298
0.022500,0.675261
0.022500,0.702224
0.022500,0.729187
0.022500,0.756150
0.022500,0.783114
0.022500,0.810077
0.022500,0.837040
0.022500,0.864003
0.022500,0.890966
0.022500,0.917930
0.022500,0.942344
0.022500,0.961875
0.022500,0.977500
0.022500,0.990000
0.022500,1.000000
0.038125,0.000000
0.038125,0.010000
0.038125,0.022500
0.038125,0.038125
0.038125,0.057656
0.038125,0.082070
0.038125,0.109034
0.038125,0.135997
0.038125,0.162960
0.038125,0.189923
0.038125,0.216886
0.038125,0.243850
0.038125,0.270813
0.038125,0.297776
0.038125,0.324739
0.038125,0.351702
0.038125,0.378666
0.038125,0.405629
0.038125,0.432592
0.038125,0.459555
0.038125,0.486518
0.038125,0.513482
0.038125,0.540445
0.038125,0.567408
0.038125,0.594371
0.038125,0.621334
0.038125,0.648298
0.038125,0.675261
0.038125,0.702224
0.038125,0.729187
0.038125,0.756150
0.038125,0.783114
0.038125,0.810077
0.038125,0.837040
0.038125,0.864003
0.038125,0.890966
0.038125,0.917930
0.038125,0.942344
0.038125,0.961875
0.038125,0.977500
0.038125,0.990000
0.038125,1.000000
0.057656,0.000000
0.057656,0.010000
0.057656,0.022500
0.057656,0.038125
0.057656,0.057656
0.057656,0.082070
0.057656,0.109034
0.057656,0.135997
0.057656,0.162960
0.057656,0.189923
0.057656,0.216886
0.057656,0.243850
0.057656,0.270813
0.057656,0.297776
0.057656,0.324739
0.057656,0.351702
0.057656,0.378666
0.057656,0.405629
0.057656,0.432592
0.057656,0.459555
0.057656,0.486518
0.057656,0.513482
0.057656,0.540445
0.057656,0.567408
0.057656,0.594371
0.057656,0.621334
0.057656,0.648298
0.057656,0.675261
0.057656,0.702224
0.057656,0.729187
0.057656,0.756150
0.057656,0.783114
0.057656,0.810077
0.057656,0.837040
0.057656,0.864003
0.057656,0.890966
0.057656,0.917930
0.057656,0.942344
0.057656,0.961875
0.057656,0.977500
0.057656,0.990000
0.057656,1.000000
0.082070,0.000000
0.082070,0.010000
0.082070,0.022500
0.082070,0.038125
0.082070,0.057656
0.082070,0.082070
0.082070,0.109034
0.082070,0.135997
0.082070,0.162960
0.082070,0.189923
0.082070,0.216886
0.082070,0.243850
0.082070,0.270813
0.082070,0.297776
0.082070,0.324739
0.082070,0.351702
0.082070,0.378666
0.082070,0.405629
0.082070,0.432592
0.082070,0.459555
0.082070,0.486518
0.082070,0.513482
0.082070,0.540445
0.082070,0.567408
0.082070,0.594371
0.082070,0.621334
0.082070,0.648298
0.082070,0.675261
0.082070,0.702224
0.082070,0.729187
0.082070,0.756150
0.082070,0.783114
0.082070,0.810077
0.082070,0.837040
0.082070,0.864003
0.082070,0.890966
0.082070,0.917930
0.082070,0.942344
0.082070,0.961875
0.082070,0.977500
0.082070,0.990000
0.082070,1.000000
0.109034,0.000000
0.109034,0.010000
0.109034,0.022500
0.109034,0.038125
0.109034,0.057656
0.109034,0.082070
0.109034,0.109034
0.109034,0.135997
0.109034,0.162960
0.109034,0.189923
0.109034,0.216886
0.109034,0.243850
0.109034,0.270813
0.109034,0.297776
0.109034,0.324739
0.109034,0.351702
0.109034,0.378666
0.109034,0.405629
0.109034,0.432592
0.109034,0.459555
0.109034,0.486518
0.109034,0.513482
0.109034,0.540445
0.109034,0.567408
0.109034,0.594371
0.109034,0.621334
0.109034,0.648298
0.109034,0.675261
0.109034,0.702224
0.109034,0.729187
0.109034,0.756150
0.109034,0.783114
0.109034,0.810077
0.109034,0.837040
0.109034,0.864003
0.109034,0.890966
0.109034,0.917930
0.109034,0.942344
0.109034,0.961875
0.109034,0.977500
0.109034,0.990000
0.109034,1.000000
0.135997,0.000000
0.135997,0.010000
0.135997,0.022500
0.135997,0.038125
0.135997,0.057656
0.135997,0.082070
0.135997,0.109034
0.135997,0.135997
0.135997,0.162960
0.135997,0.189923
0.135997,0.216886
0.135997,0.243850
0.135997,0.270813
0.135997,0.297776
0.135997,0.324739
0.135997,0.351702
0.135997,0.378666
0.135997,0.405629
0.135997,0.432592
0.135997,0.459555
0.135997,0.486518
0.135997,0.513482
0.135997,0.540445
0.135997,0.567408
0.135997,0.594371
0.135997,0.621334
0.135997,0.648298
0.135997,0.675261
0.135997,0.702224
0.135997,0.729187
0.135997,0.756150
0.135997,0.783114
0.135997,0.810077
0.135997,0.837040
0.135997,0.864003
0.135997,0.890966
0.135997,0.917930
0.135997,0.942344
0.135997,0.961875
0.135997,0.977500
0.135997,0.990000
0.135997,1.000000
0.162960,0.000000
0.162960,0.010000
0.162960,0.022500
0.162960,0.038125
0.162960,0.057656
0.162960,0.082070
0.162960,0.109034
0.162960,0.135997
0.162960,0.162960
0.162960,0.189923
0.162960,0.216886
0.162960,0.243850
0.162960,0.270813
0.162960,0.297776
0.162960,0.324739
0.162960,0.351702
0.162960,0.378666
0.162960,0.405629
0.162960,0.432592
0.162960,0.459555
0.162960,0.486518
0.162960,0.513482
0.162960,0.540445
0.162960,0.567408
0.162960,0.594371
0.162960,0.621334
0.162960,0.648298
0.162960,0.675261
0.162960,0.702224
0.162960,0.729187
0.162960,0.756150
0.162960,0.783114
0.162960,0.810077
0.162960,0.837040
0.162960,0.864003
0.162960,0.890966
0.162960,0.917930
0.162960,0.942344
0.162960,0.961875
0.162960,0.977500
0.162960,0.990000
0.162960,1.000000
0.189923,0.000000
0.189923,0.010000
0.189923,0.022500
0.189923,0.038125
0.189923,0.057656
0.189923,0.082070
0.189923,0.109034
0.189923,0.135997
0.189923,0.162960
0.189923,0.189923
0.189923,0.216886
0.189923,0.243850
0.189923,0.270813
0.189923,0.297776
0.189923,0.324739
0.189923,0.351702
0.189923,0.378666
0.189923,0.405629
0.189923,0.432592
0.189923,0.459555
0.189923,0.486518
0.189923,0.513482
0.189923,0.540445
0.189923,0.567408
0.189923,0.594371
0.189923,0.621334
0.189923,0.648298
0.189923,0.675261
0.189923,0.702224
0.189923,0.729187
0.189923,0.756150
0.189923,0.783114
0.189923,0.810077
0.189923,0.837040
0.189923,0.864003
0.189923,0.890966
0.189923,0.917930
0.189923,0.942344
0.189923,0.961875
0.189923,0.977500
0.189923,0.990000
0.189923,1.000000
0.216886,0.000000
0.216886,0.010000
0.216886,0.022500
0.216886,0.038125
0.216886,0.057656
0.216886,0.082070
0.216886,0.109034
0.216886,0.135997
0.216886,0.162960
0.216886,0.189923
0.216886,0.216886
0.216886,0.243850
0.216886,0.270813
0.216886,0.297776
0.216886,0.324739
0.216886,0.351702
0.216886,0.378666
0.216886,0.405629
0.216886,0.432592
0.216886,0.459555
0.216886,0.486518
0.216886,0.513482
0.216886,0.540445
0.216886,0.567408
0.216886,0.594371
0.216886,0.621334
0.216886,0.648298
0.216886,0.675261
0.216886,0.702224
0.216886,0.729187
0.216886,0.756150
0.216886,0.783114
0.216886,0.810077
0.216886,0.837040
0.216886,0.864003
0.216886,0.890966
0.216886,0.917930
0.216886,0.942344
0.216886,0.961875
0.216886,0.977500
0.216886,0.990000
0.216886,1.000000
0.243850,0.000000
0.243850,0.010000
0.243850,0.022500
0.243850,0.038125
0.243850,0.057656
0.243850,0.082070
0.243850,0.109034
0.243850,0.135997
0.243850,0.162960
0.243850,0.189923
0.243850,0.216886
0.243850,0.243850
0.243850,0.270813
0.243850,0.297776
0.243850,0.324739
0.243850,0.351702
0.243850,0.378666
0.243850,0.405629
0.243850,0.432592
0.243850,0.459555
0.243850,0.486518
0.243850,0.513482
0.243850,0.540445
0.243850,0.567408
0.243850,0.594371
0.243850,0.621334
0.243850,0.648298
0.243850,0.675261
0.243850,0.702224
0.243850,0.729187
0.243850,0.756150
0.243850,0.783114
0.243850,0.810077
0.243850,0.837040
0.243850,0.864003
0.243850,0.890966
0.243850,0.917930
